"","n_worker","n_projects","coef","price","premium","price_level","se","gini","n_skills","n_clusters","skill","ngbr_price","ngbr_share","ngbr_share_acc","ngbr_name","ngbr_price_res","degree","between","closeness","eigenvector","pagerank","cluster","cluster_name","degree_weighted","pagerank_weighted","ai_skills"
"15",849,958,0.0303943796114665,1.0308610043588,29.648653899433,44.0778236952191,0.0211406370701478,0.569548246139909,131,5,"api",1.08871055221119,0.274725274725275,0.32967032967033,"api-integration, javascript, php",0.0176555277117352,50,1088.34099280862,0.000246974561620153,3.46011461439564e-05,0.00113168488976224,1,"Software + Tech",4.25906072650254,0.000513420726825813,0
"16",148,154,0.141047420746239,1.15147925069543,40.3047666967661,47.9248984615385,0.0529092265915262,0.547789042791185,149,6,"api-development",1.05675909165875,0.149253731343284,0.276119402985075,"javascript, php, python",-0.0398470636584316,60,1527.2937984413,0.000255885363357216,3.9997190803964e-05,0.000998302526685773,1,"Software + Tech",4.32673584051178,0.000392691680857481,0
"17",24,24,0.176891651666214,1.19350177219302,29.8980256415192,44.4197259583333,0.133791411617255,0.356819650937298,51,5,"api-documentation",1.10334104227523,0.173913043478261,0.217391304347826,"api-development, css, technical-writing",0.0299266276559973,31,5730.92533651968,0.000274273176083379,2.70451166481068e-06,0.000307599923909417,1,"Software + Tech",3.78885902135644,0.00360967550115782,0
"18",65,64,0.162947630074304,1.17697504997853,90.3416611594654,65.0182352941176,0.0800362904310013,0.520683832840861,92,4,"api-integration",1.04000587033794,0.258620689655172,0.362068965517241,"api, javascript, php",-0.149741764387565,48,471.92418494427,0.000241196333815726,2.40069041664682e-05,0.000992686488171771,1,"Software + Tech",4.02607177660238,0.000464371729167607,0
"19",54,57,0.0274448207315241,1.02782489891644,25.0511931813752,42.7560087931034,0.0863317605790168,0.680603448275862,58,4,"apple-xcode",1.15936960626384,0.607142857142857,0.607142857142857,"ios-development, iphone-app-development, mobile-app-development",0.0976115658769697,20,152.528268285802,0.000241604252234839,2.28859072100551e-07,0.000798492015768487,1,"Software + Tech",3.47316094646216,0.00038550791536647,0
"20",498,664,-0.332894918377561,0.716845517488097,-44.3525522269009,19.1527473380282,0.025254696397347,0.829733842780731,261,7,"appointment-setting",0.68648759088344,0.413109756097561,0.42530487804878,"cold-calling, telemarketing, telephone-skills",-0.130055582628393,29,0,0.000117771758332352,0.00636626310772544,0.00369791127428432,7,"Admin + Mgmt",2.31160680211927,0.00036819999422605,0
"21",36,38,-0.216979093345908,0.804946797873352,-7.9364606934239,31.4886363636364,0.0993161480006282,0.478842676311031,35,4,"arcgis",1.01073290846369,0.133333333333333,0.166666666666667,"data-analysis, gis, microsoft-excel",0.0423760190544322,18,1864.88539630238,0.000250187640730548,3.21199517160497e-07,0.000400373060178263,1,"Software + Tech",2.9213938533997,0.000946061696782088,0
"22",2338,2696,-0.111258975539263,0.894707011692353,-25.2779613844248,25.9581148333878,0.0132909681334213,0.876375435172741,483,7,"article-writing",0.93269949069725,0.361669829222011,0.607969639468691,"blog-writing, content-writing, creative-writing",0.0233185081329839,27,0,0.000105764145954521,0.628835235730873,0.00633537041084964,5,"Writing",3.07402536634346,0.000378581096069265,0
"23",104,112,0.0176646684394942,1.01782161144849,27.3283920480426,43.51915,0.0607539256003799,0.597382116385428,85,6,"asp.net",1.07098859562236,0.285714285714286,0.298701298701299,".net-framework, asp.net-mvc, c#",0.00382852102206226,48,925.294454901317,0.000256739409499358,2.19603992580356e-05,0.000973012263339693,1,"Software + Tech",4.14601213404409,0.000895141684551831,0
"24",47,47,-0.0525710802867842,0.948786878615487,17.1584608267629,40.0621972,0.0929409661354363,0.597979797979798,55,3,"asp.net-mvc",1.09400017323336,0.422222222222222,0.488888888888889,".net-framework, asp.net, c#",0.0521132139370329,35,1823.16635798943,0.000255036980362153,1.32125563521932e-05,0.000632750558811685,1,"Software + Tech",3.8895513951743,0.000271943674885989,0
"25",17,21,-0.120513188461812,0.886465396153259,24.6885405277096,42.64,0.1433260263613,0.464197530864198,27,2,"asterisk",1.00137149436229,0.3,0.45,"linux-system-administration, voip-administration, voip-software",-0.0595569236262867,16,446.615891535743,0.000243072435585805,1.13728977054704e-07,0.000383974356000347,1,"Software + Tech",2.77639131204129,0.000434592100176559,0
"26",280,338,-0.0526132909459205,0.948746830541194,-5.59382898702262,32.3007773168044,0.0349512509208688,0.750867218472088,272,7,"b2b-marketing",0.83206270411804,0.385074626865672,0.429850746268657,"cold-calling, lead-generation, sales",-0.144069771373791,21,0,0.000141582896786068,0.00182398025894437,0.00158127098670765,7,"Admin + Mgmt",2.5332335722802,0.000325010687629255,0
"27",28,32,-0.107096737170484,0.898438756363195,-11.296122281356,30.3396693939394,0.114176091428442,0.472599296128708,39,3,"blender3d",0.953949675757812,0.266666666666667,0.333333333333333,"3d-design, 3d-modeling, autodesk-maya",-0.00305718222887754,27,3318.45322571077,0.000244917952485917,2.05973397688752e-07,0.000378087704139921,3,"Design",3.14406250967547,0.000366973745340634,0
"28",60,58,-0.370109469037373,0.690658720753646,-50.4021159028063,16.9734864516129,0.083298034343763,0.542319749216301,154,7,"blog-commenting",0.903478274594414,0.381818181818182,0.436363636363636,"article-writing, blog-writing, content-writing",0.12381935669344,15,758.816206138865,0.000214132762312634,0.00394166463144287,0.000352801068012911,5,"Writing",2.44666452320688,0.000150738347995519,0
"29",2672,3119,-0.150225671891975,0.860513760742915,-28.5581913924907,24.9378565843715,0.0123436419751001,0.870452406572914,506,7,"blog-writing",0.94409724101373,0.305747126436782,0.526108374384236,"article-writing, content-writing, creative-writing",0.0469599323940208,26,0,9.19371150133309e-05,0.33829380515004,0.00549271567592197,5,"Writing",3.07595995250247,0.000357526476073781,0
"30",148,162,-0.00282354012208009,0.997180442318255,8.30433345333779,37.0305519642857,0.0511941350160081,0.631680655865704,94,5,"bootstrap",0.993780946837851,0.486842105263158,0.552631578947368,"css, html, javascript",-0.0240781171934398,39,44.2977133448512,0.000229252636405319,7.6277807510872e-05,0.000744368128557824,1,"Software + Tech",3.64077776148956,0.000591670415694721,0
"31",23,24,-0.0336155305136513,0.966943193334317,63.5038947672101,55.9025,0.134342904717533,0.366188769414576,54,5,"bug-fixes",1.00414043048385,0.208333333333333,0.25,"c#, webdesign, wordpress",-0.13948155077626,38,2228.3896175413,0.00025879917184265,2.92374777667592e-06,0.000422667397979713,1,"Software + Tech",3.65264733234974,0.00808437067324305,0
"32",144,154,0.23557433317069,1.26563545645713,38.2715941777651,47.2316029192547,0.0519222655364131,0.562217194570136,260,7,"business-development",1.02341495816474,0.204225352112676,0.267605633802817,"lead-generation, marketing-strategy, sales",-0.0687416635299284,44,88.5426588765235,0.000213128729752771,0.000597725390828602,0.00115344991794237,7,"Admin + Mgmt",3.87279627588392,0.000323750626672865,0
"33",125,186,0.278002373819353,1.32048933180851,20.025390942537,41.0178215025907,0.0474217152253254,0.637480782595876,206,6,"business-proposal-writing",1.18122775150812,0.276243093922652,0.331491712707182,"business-writing, content-writing, proposal-writing",0.13214265165342,23,0.508333333333333,0.000202757502027575,0.0101790359882209,0.000861303454537626,5,"Writing",3.70373278254871,0.00177110047253726,0
"34",654,721,0.207586326288455,1.23070395435905,4.03002804542634,35.5566297951344,0.0239864370992726,0.765476410676485,331,7,"business-writing",1.02287813433663,0.265693430656934,0.293430656934307,"article-writing, content-writing, copywriting",0.0174213403016573,33,0,0.000201491033649003,0.126485386207964,0.00243154167476776,5,"Writing",3.57650113116676,0.000344174264818603,0
"35",21588,37156,0.0624560586922808,1.06444768466694,3.81844695142699,34.4554463231649,0.00757437978151107,0.331330128205128,78,7,"c",1.0831358456601,0.161290322580645,0.193548387096774,"c#, c++, python",0.0872852026605648,48,10621.3648711928,0.000276548672566372,2.26181332862137e-07,0.000446933174741259,1,"Software + Tech",4.19303658066994,0.000221162619061029,0
"36",166,184,0.0987942705706685,1.10383918399211,42.7458313176407,48.7416468882979,0.0483213311517682,0.604505925483844,148,7,"c#",1.0808696734583,0.182352941176471,0.223529411764706,".net-framework, asp.net, c++",-0.0208964771986849,58,1412.19729215942,0.000244618395303327,2.16628422355522e-05,0.00157051362816614,1,"Software + Tech",4.38880971090536,0.000664948644551934,0
"37",21588,37156,0.0624560586922808,1.06444768466694,3.81844695142699,34.4554463231649,0.00757437978151107,0.521945432977461,111,7,"c++",1.10747660778055,0.222222222222222,0.236111111111111,"c#, java, windows-app-development",0.111625964781018,44,4666.81465018508,0.000269251480883145,5.94032532602214e-06,0.000743041573891846,1,"Software + Tech",4.19090149897012,0.000280413306617886,1
"38",223,221,-0.231051397013731,0.793698671245382,-54.1985513363744,15.7067630524194,0.0434023148713601,0.791781368716622,164,6,"call-handling",0.826981945502777,0.520361990950226,0.6289592760181,"customer-service, email-handling, telephone-skills",0.0710062577649891,25,0,0.000168634064080944,0.00283655691855222,0.00168545807986786,7,"Admin + Mgmt",2.66195219198136,0.00802621564948949,0
"39",412,610,-0.453369138585242,0.63548350884115,-41.0196235840761,20.2819702057489,0.0263970699714157,0.842073708435497,216,7,"cold-calling",0.787499249844694,0.5,0.520134228187919,"appointment-setting, sales, telemarketing",-0.046536208567122,20,0,0.000109253796569431,0.00459905979015145,0.00325071652755042,7,"Admin + Mgmt",2.35913691815931,0.00368785795313862,0
"40",4496,5694,-0.0458198260793261,0.955214051347974,-17.0942758349387,28.9852632433879,0.00994205554916315,0.859450290467896,633,7,"content-writing",0.991311370801613,0.300090171325518,0.323534715960325,"article-writing, blog-writing, copywriting",0.0482493677728561,39,0,7.41399762752076e-05,1,0.0154022955922914,5,"Writing",3.63173031744099,0.000350476852964385,0
"41",139,166,0.380290475366313,1.46270940878279,64.8624813115933,56.2591456725146,0.050490955402757,0.60286971001075,227,7,"conversion-rate-optimization",1.1819662675712,0.211180124223602,0.22360248447205,"copywriting, facebook, google-analytics",0.0364024128974884,39,0.327020202020202,0.000151745068285281,0.000967014905986102,0.00113573809853844,4,"Marketing",4.33020628489288,0.000597807618318975,0
"42",2614,3317,0.197795662852539,1.21871333996957,4.37462957663373,35.5816305864682,0.0120215119240778,0.831849446845542,547,7,"copywriting",0.93269949069725,0.277240490006447,0.311734364925854,"blog-writing, content-writing, creative-writing",-0.0729719268998722,32,0,4.4804874770375e-05,0.592579810996285,0.00777031401354668,5,"Writing",3.23249011143248,0.0107215036255134,0
"43",2456,2837,-0.0177865876695473,0.982370660000862,-16.7860000325816,28.7725250154799,0.0129487452576539,0.852956808772519,477,7,"creative-writing",1.02287813433663,0.349340175953079,0.354472140762463,"article-writing, content-writing, copywriting",0.0820655164033062,26,0,6.27904056260203e-05,0.73193614628882,0.00825131151077395,5,"Writing",3.33263570830006,0.000380219003876403,0
"44",319,370,0.00473130631206074,1.00474251661459,12.6761167720489,38.4976478880407,0.0335294815799932,0.628800663025353,274,6,"crm",1.05328146879781,0.151162790697674,0.166666666666667,"email-handling, sales, salesforce.com",0.0235584120060214,37,3.78864398691985,0.000207770621234157,0.000359170106085239,0.00145843426246826,7,"Admin + Mgmt",3.80331292273822,0.000540599959504248,0
"45",1074,1383,-0.0227688492850546,0.977488404804989,19.8053773607602,40.7456253253182,0.0191497546008829,0.854740148374255,316,7,"css",0.984034393715812,0.510147601476015,0.524907749077491,"html, html5, javascript",-0.0630176409655848,46,0,0.000182615047479912,0.00359160036111144,0.0057807797249849,1,"Software + Tech",3.76751481534941,0.00132693233173664,0
"46",501,579,-0.0305004861564404,0.969959960514814,16.5655836430307,39.7875765436242,0.0279850750209673,0.847323472617602,263,6,"css3",0.994722555932348,0.494791666666667,0.583333333333333,"css, html5, javascript",-0.0450640706858138,33,0,0.000180440274269217,0.00115063118320274,0.00390292277467005,1,"Software + Tech",3.47805493837872,0.0010056060662622,0
"47",1266,1383,-0.191138428602648,0.826018235686422,-51.6983908661504,16.7867194609375,0.0198804258597051,0.833798946515938,418,7,"customer-service",0.855707675783634,0.380530973451327,0.441002949852507,"administrative-support, email-handling, virtual-assistant",0.079427276613725,37,0,0.000127502231289048,0.018594765699394,0.00687144816655663,7,"Admin + Mgmt",3.08989017447428,0.000551665196628707,0
"48",322,381,0.141044830088285,1.15147626761041,41.4972371312592,48.2338521410579,0.0355205184634993,0.671277691207159,274,6,"data-analysis",1.05857088157737,0.239010989010989,0.247252747252747,"data-science, microsoft-excel, statistics",-0.0399974269740978,52,3.28810364833191,0.000211954217888936,0.000165320764524566,0.0027821247300303,1,"Software + Tech",4.1826715465058,0.000347042596303158,1
"49",1933,2237,-0.432007997214328,0.649204184839379,-53.7764895262644,16.2367238139059,0.0147581804356724,0.82208789597554,531,7,"data-entry",0.863653094751946,0.319886093972473,0.336022781205505,"microsoft-excel, research, virtual-assistant",0.0975446387225625,54,0,0.000111944475540132,0.0424029575847916,0.00726641302399219,7,"Admin + Mgmt",3.44509841673137,0.000578600041795269,0
"50",282,321,0.0604000368682705,1.06226140528597,38.654561741153,47.2981466865672,0.0363766690502794,0.385825675299359,54,5,"database",1.08374995721399,0.24,0.32,"mysql, php, sql",-0.00883656286685354,35,2089.11793562893,0.00024869435463815,1.18207406541259e-05,0.000430096447145656,1,"Software + Tech",3.85310830952,0.00036654722828646,0
"51",39,40,0.15724501798662,1.1702823189931,99.9878766910903,68.3412195121951,0.102843618136375,0.491528124502045,67,5,"database-architecture",1.0862722416716,0.375,0.375,"api, database-design, web-application",-0.118695623902593,46,1336.39766551562,0.000259672812256557,1.52213669541086e-05,0.000754369203248075,1,"Software + Tech",4.15894687232089,0.000924722149954266,1
"52",103,122,0.135914941018179,1.14558444720391,50.2033717459728,51.30616,0.0590491393876089,0.547178130511464,108,6,"database-design",1.02096652211338,0.174311926605505,0.211009174311927,"microsoft-excel, mysql, sql",-0.0964570182437397,43,482.721391387882,0.000240731824747232,1.08917485819715e-05,0.00111083577719533,1,"Software + Tech",3.8400594010921,0.000274877252079353,0
"53",37,43,0.105061557552829,1.11077898508725,51.5708351005178,51.8153488372093,0.100186349365064,0.458228905597327,63,5,"database-programming",1.03332594454546,0.236842105263158,0.315789473684211,"database-design, microsoft-access, sql",-0.0871131005215541,34,1712.51506798612,0.00025953802232027,1.79102464187222e-06,0.000545833544156155,1,"Software + Tech",3.64387981990682,0.000260481363917699,0
"54",117,116,0.209730255813754,1.23334532735073,38.6329382243784,47.3695025,0.0599855113265158,0.524709219858156,225,7,"ecommerce-consulting",0.992323336338713,0.205357142857143,0.214285714285714,"shopify, web-design, website-development",-0.10072349830735,24,909.218675523175,0.000245700245700246,3.58118737656094e-05,0.000483419562228798,1,"Software + Tech",3.1536569799949,0.000316252370648157,0
"55",1373,1521,-0.155761504535128,0.855763261691927,-51.2547416985345,16.9571400365631,0.0182627505737203,0.842903884603378,411,7,"email-handling",0.845792667115133,0.461949265687583,0.463951935914553,"administrative-support, customer-service, virtual-assistant",0.0664279592908087,31,0,6.52060511215441e-05,0.0344279325820821,0.0059328844272877,7,"Admin + Mgmt",2.90444119652073,0.000694462200063064,0
"56",1183,1439,0.178647642489324,1.1955993915135,12.4329693674803,38.3089597811671,0.0176403816341015,0.771775137908814,447,7,"email-marketing",1.02842624845406,0.245323741007194,0.255395683453237,"content-writing, copywriting, social-media-marketing",0.000203476371730155,38,0,7.40740740740741e-05,0.0747927500710825,0.00459891721331937,4,"Marketing",3.74098908767581,0.00171324364586715,0
"57",4197,5251,-0.201203281675331,0.817746181842831,-31.1311116748637,24.4491022548986,0.0103780402016612,0.79167964687839,570,7,"english",0.862244710374655,0.166023166023166,0.191602316602317,"content-writing, english-grammar, proofreading",-0.0288486689026849,56,0,7.90638836179633e-05,0.138321859843639,0.00632094193073934,5,"Writing",3.47083820273406,0.000619307723540235,0
"58",1774,1904,-0.224456347430208,0.798950452179088,-31.9021761144816,23.6218449403732,0.014957834010364,0.86174027398762,411,7,"english-grammar",0.831826574505036,0.35501066098081,0.35501066098081,"editing, english-proofreading, proofreading",-0.0487562006123768,28,0,7.27749072119933e-05,0.45433283647659,0.00686310370295154,5,"Writing",2.77181626324927,0.000925112293227464,0
"59",193,258,-0.0333969469935881,0.967154574282571,12.2627399109191,38.3698136363636,0.0409255431383023,0.644422788605697,116,6,"excel-vba",0.892325645217499,0.0762331838565022,0.0807174887892377,"microsoft-access-programming, microsoft-excel, microsoft-excel-powerpivot",-0.136381789899155,45,759.359681885792,0.000243724104313917,0.000267073496423745,0.00125937855947817,7,"Admin + Mgmt",3.39678256230955,0.000699183077507062,0
"60",1039,1313,0.0345437886947926,1.03514735513531,12.797934882099,38.4440225073746,0.0187017027014795,0.772747185720936,414,7,"facebook",1.06256745491552,0.268041237113402,0.301260022909507,"internet-marketing, marketing-strategy, social-media-marketing",0.03327003153721,44,0,7.79119594857811e-05,0.051322453874004,0.00428409210996049,4,"Marketing",4.02095674823021,0.000960664155563237,0
"61",22,22,0.104836213920051,1.11052870631596,28.6536690652572,43.9949763636364,0.1397788818148,0.441209406494961,47,4,"frontend-development",0.990837238424564,0.380952380952381,0.380952380952381,"html5, javascript, web-design",-0.0796433208879343,29,2217.569981788,0.000261848651479445,1.44105673789505e-05,0.000288783993690133,1,"Software + Tech",3.33644210114235,0.00108418354920213,0
"62",73,75,-0.270805235334383,0.762765041617192,-11.0253459353499,30.4352564102564,0.074432761654928,0.536060157229122,67,6,"game-development",0.831449738103881,0.283582089552239,0.343283582089552,"game-design, game-programming, unity-3d",-0.126517629444582,35,1156.08904228264,0.000241429261226461,4.34530048873629e-07,0.000718298675518137,1,"Software + Tech",2.95609321459351,0.00138354673864392,0
"63",92,110,0.0376297116242244,1.03834667398065,5.6608744896393,36.1319865677966,0.060681492418817,0.375540046527085,59,6,"gis",1.05411597917015,0.0769230769230769,0.128205128205128,"arcgis, data-visualization, google-maps-api",0.043757750418752,23,3673.62784869161,0.000258064516129032,1.08043545852482e-06,0.000435313411719895,1,"Software + Tech",3.3051745556065,0.0014055571631187,0
"64",398,409,0.146229097646672,1.15746132934468,34.5304058315548,45.8761068321513,0.032109820150167,0.608552631578947,112,6,"git",1.01246845069796,0.290322580645161,0.333333333333333,"html5, javascript, php",-0.0707967704424835,52,65.4515853632113,0.000235626767200754,7.32039642240134e-05,0.000957285993651817,1,"Software + Tech",4.0005096060822,0.000508994628089374,0
"65",488,877,0.345711025819838,1.4129942379637,38.7788822513758,47.1362414221725,0.023047084520427,0.790800536561791,272,7,"google-adwords",1.38182364454526,0.36498150431566,0.505548705302096,"google-analytics, ppc-advertising, sem",0.290284151971041,38,0,9.23446301597562e-05,0.0175084500917344,0.00386108404101403,4,"Marketing",5.02650256458051,0.000451058344386218,0
"66",517,812,0.256220899978642,1.29203810760874,39.2971415459729,47.3304932331731,0.0236312492005028,0.778960121241012,322,7,"google-analytics",1.12744568489492,0.338196286472149,0.347480106100796,"google-adwords, seo, seo-keyword-research",0.0346504120636984,44,0,8.9863407620417e-05,0.0149380185851461,0.00385043614448844,4,"Marketing",4.26646827358525,0.000960947832734174,0
"67",607,604,-0.143400486367655,0.866407015206561,-43.3655931551898,19.4821863978979,0.0260985141038298,0.76392195974827,394,7,"google-docs",0.777428529277116,0.381112984822934,0.403035413153457,"data-entry, microsoft-excel, virtual-assistant",-0.0443221805887168,19,0,7.39590266992086e-05,0.0166007405523257,0.00275734540470119,7,"Admin + Mgmt",2.28909086511958,0.000877211181862083,0
"68",75,78,-0.23078603583846,0.793909316004829,-37.2555363349819,21.4720732098765,0.0730270269867398,0.632710090024034,167,6,"google-plus",0.86663213505891,0.428571428571429,0.636363636363636,"content-writing, social-media-marketing, twitter-marketing",0.015185403525538,12,658.565687451376,0.000180831826401447,0.00124180543095596,0.000431536057519629,4,"Marketing",2.15349995532786,0.000231989363312636,0
"69",2687,3954,0.0198512513791183,1.02004959777041,-1.90815761812847,33.600902248538,0.0124953716217163,0.840517956373891,576,7,"graphic-design",0.991791579498868,0.234735413839891,0.357937584803256,"adobe-illustrator, adobe-photoshop, print-design",0.00360952642781102,48,0,7.70297334771222e-05,0.00113199983227759,0.00962997779837633,3,"Design",3.83942456516595,0.000712903282963786,0
"70",19,20,0.227472140363064,1.25542246365288,92.1713357636529,65.6985714285714,0.14300158256376,0.213210702341137,52,7,"healthcare-information-technology",1.02656861557659,0.176470588235294,0.176470588235294,"administrative-support, presentation-design, research",-0.166357524126115,25,8330.15490879461,0.00027027027027027,2.49460864881945e-06,0.000279088362873865,7,"Admin + Mgmt",3.30439689924789,0.000282353454666948,0
"71",35,33,-0.0921648263212663,0.911954822997909,-39.453337355926,20.7131534285714,0.111404665609014,0.470175438596491,133,5,"helpdesk-support",0.858294256088922,0.516129032258065,0.516129032258065,"customer-service, customer-support, email-handling",0.0178352857399318,29,1804.82476698773,0.000254971953085161,0.000171359389007679,0.000424873452671134,7,"Admin + Mgmt",2.89013066942957,0.000586283614887794,0
"72",1402,1834,-0.0561218614344782,0.945423918155383,15.2047419053507,39.1761887029756,0.0167984405555937,0.824299168461622,392,7,"html",0.981132982349539,0.386046511627907,0.466976744186047,"css, javascript, wordpress",-0.0539251322930129,30,0,0.000109265734265734,0.00367042743424075,0.00519262270264202,1,"Software + Tech",3.33702693062963,0.000972962839805657,0
"73",899,1114,-0.0531384214418197,0.948248745438874,16.4970108197543,39.6931009141104,0.0209274650210717,0.848994078418919,335,7,"html5",0.997116321176866,0.45096241979835,0.506874427131072,"css, javascript, website-development",-0.041944391219605,33,0,0.000103971719692244,0.00185547711543688,0.00594220381223326,1,"Software + Tech",3.48642475665655,0.00353359415587485,0
"74",24,26,0.1427525777297,1.15344437853065,70.5419738820418,58.3035714285714,0.124396958010689,0.358974358974359,40,1,"iis",0.924923998974708,0.15,0.3,"microsoft-windows-server, network-administration, windows-administration",-0.231539216087039,35,2677.20784801564,0.00025879917184265,7.4659967111887e-07,0.000420382634749896,1,"Software + Tech",3.28842674677976,0.000395135424213977,0
"75",976,1204,0.0102256146338549,1.01027807489149,-3.83238127361024,32.921671592,0.0199253602677287,0.850177049450323,326,7,"illustration",0.98497197712647,0.48021582733813,0.528776978417266,"adobe-illustrator, adobe-photoshop, graphic-design",0.00302569557659551,38,0,0.000108178277801817,0.000504015203702399,0.00545631281574434,3,"Design",3.58292043171358,0.000279797082879453,0
